ISIN NUMBER,NAME OF COMPANY,EXCHANGEID,SYMBOL,SERIES
INE323I01011,NSE:PURVA,14926,PURVA,BE
INE536H01010,NSE:CIEINDIA,14937,CIEINDIA,EQ
INF769K01KF8,NSE:GSEC10YEAR,14938,GSEC10YEAR,EQ
INE245I01016,NSE:NAGREEKCAP,14943,NAGREEKCAP,BE
INF582M01IW0,NSE:F13DG,14946,F13DG,MF
INE338I01027,NSE:MOTILALOFS,14947,MOTILALOFS,EQ
INF582M01IY6,NSE:F13RG,14948,F13RG,MF
INF582M01IZ3,NSE:F13RP,14949,F13RP,MF
IN1020230018,NSE:76AP29,14954,76AP29,SG
INE227G01018,NSE:INDOWIND,14956,INDOWIND,BE
INE387I01016,NSE:MAGNUM,14957,MAGNUM,EQ
IN1020230026,NSE:77AP32,14958,77AP32,SG
IN1020230034,NSE:771AP33A,14959,771AP33A,SG
INE679A01013,NSE:CSBBANK,14966,CSBBANK,EQ
IN0020230010,NSE:706GS2028,14970,706GS2028,GS
IN0020220136,NSE:710GR2028,14971,710GR2028,GS
INE455I01029,NSE:KSCL,14972,KSCL,EQ
IN0020220144,NSE:729GR2033,14973,729GR2033,GS
INE752E01010,NSE:POWERGRID,14977,POWERGRID,EQ
INE320B01020,NSE:CENTUM,14982,CENTUM,EQ
INE0O2D01012,NSE:SOTAC,15004,SOTAC,ST
INE558B01017,NSE:MANGCHEFER,15007,MANGCHEFER,EQ
IN2220230014,NSE:736MH28,15009,736MH28,SG
IN2220230022,NSE:749MH30,15015,749MH30,SG
IN1220230016,NSE:758AS33,15016,758AS33,SG
INE215I01027,NSE:MAANALU,15017,MAANALU,EQ
IN2820230018,NSE:759PN33,15019,759PN33,SG
IN2620230010,NSE:758NL33,15021,758NL33,SG
INE08KD01015,NSE:ASCOM,15030,ASCOM,ST
INF204KB16I7,NSE:PSUBNKBEES,15032,PSUBNKBEES,EQ
INE193E01025,NSE:BAJAJELEC,15034,BAJAJELEC,EQ
INE0MRE01011,NSE:INFINIUM,15036,INFINIUM,SM
INE739E01017,NSE:CERA,15039,CERA,EQ
INE124G01033,NSE:DELTACORP,15044,DELTACORP,EQ
IN0020230028,NSE:699GS2026,15046,699GS2026,GS
IN0020230036,NSE:717GS2030,15050,717GS2030,GS
INE0N7S01010,NSE:MOS,15051,MOS,SM
INE306C01019,NSE:ENERGYDEV,15053,ENERGYDEV,BE
INE0LCL01028,NSE:AVALON,15058,AVALON,EQ
INF373I01023,NSE:PSUBANK,15061,PSUBANK,EQ
INE0N7W01012,NSE:BLAL,15067,BLAL,EQ
INE621H01010,NSE:RELIGARE,15068,RELIGARE,EQ
INE139I01011,NSE:BVCL,15073,BVCL,EQ
INE0NR623014,NSE:CUBEINVIT,15078,CUBEINVIT,IV
INE919I04010,NSE:RADIOCITY,15082,RADIOCITY,P1
INE742F01042,NSE:ADANIPORTS,15083,ADANIPORTS,EQ
INF789F1AYK6,NSE:SILVERETF,15085,SILVERETF,EQ
IN2920230017,NSE:756RJ33,15095,756RJ33,SG
IN1620230012,NSE:75HR30,15098,75HR30,SG
IN2820230026,NSE:762PN38,15100,762PN38,SG
IN2920230025,NSE:761RJ43,15105,761RJ43,SG
IN4520230017,NSE:761TS44,15106,761TS44,SG
IN2920230033,NSE:759RJ48,15109,759RJ48,SG
INE053F07876,NSE:704IRFC26,15110,704IRFC26,NL
INE053F07884,NSE:735IRFC31,15112,735IRFC31,NM
INE532F01054,NSE:EDELWEISS,15119,EDELWEISS,EQ
INE00CE01017,NSE:SVLL,15121,SVLL,EQ
INE094I01018,NSE:KOLTEPATIL,15124,KOLTEPATIL,EQ
INE722H01024,NSE:RGL,15129,RGL,EQ
INE053F07892,NSE:729IRFC26,15134,729IRFC26,NN
INE0NZW01014,NSE:PATTECH,15137,PATTECH,SM
INE234I01028,NSE:KAUSHALYA,15140,KAUSHALYA,BE
INE259A01022,NSE:COLPAL,15141,COLPAL,EQ
INE668F01031,NSE:JYOTHYLAB,15146,JYOTHYLAB,EQ
INE0O6N01012,NSE:AGUL,15147,AGUL,SM
INE925C01016,NSE:MADHAV,15151,MADHAV,EQ
INE314G01014,NSE:KALYANIFRG,15160,KALYANIFRG,BE
INE120D01012,NSE:HITECHCORP,15161,HITECHCORP,EQ
INE508K01013,NSE:RHL,15162,RHL,BE
INE053F07900,NSE:764IRFC31,15168,764IRFC31,NO
INE763I01026,NSE:TARIL,15178,TARIL,BE
INE738I01010,NSE:ECLERX,15179,ECLERX,EQ
INE811A01020,NSE:KIRLPNU,15180,KIRLPNU,EQ
INE791I01019,NSE:BRIGADE,15184,BRIGADE,EQ
INE661I01014,NSE:BGRENERGY,15193,BGRENERGY,BE
INE817H01014,NSE:BURNPUR,15198,BURNPUR,BE
INE015D01022,NSE:MANAKSIA,15199,MANAKSIA,EQ
INE298I01015,NSE:ARIES,15204,ARIES,EQ
INE244L07424,NSE:925ICCL25I,15205,925ICCL25I,NP
INE095I01015,NSE:PPAP,15209,PPAP,EQ
INE244L07457,NSE:965ICCL25I,15210,965ICCL25I,NQ
INE477B01010,NSE:DVL,15214,DVL,EQ
INE244L07432,NSE:888IHFL25C,15215,888IHFL25C,NR
INE529D01014,NSE:PATINTLOG,15219,PATINTLOG,EQ
INE244L07473,NSE:ICCL25,15220,ICCL25,NS
INE551W01018,NSE:UJJIVANSFB,15228,UJJIVANSFB,EQ
INF767K01PC8,NSE:LICNFNHGP,15229,LICNFNHGP,EQ
INE244L07507,NSE:1025ICCL26,15231,1025ICCL26,NT
INE540G01014,NSE:AMBIKCO,15234,AMBIKCO,EQ
INE244L07499,NSE:98ICCL26,15235,98ICCL26,NU
INE244L07531,NSE:1050ICCL28,15240,1050ICCL28,NV
INE865C01022,NSE:BIRLAMONEY,15243,BIRLAMONEY,BE
INE244L07549,NSE:957ICCL28,15245,957ICCL28,NW
INE641C01019,NSE:KAVVERITEL,15248,KAVVERITEL,BE
INE244L07556,NSE:1003ICCL28,15249,1003ICCL28,NX
INE244L07564,NSE:866ICCL23A,15251,866ICCL23A,NY
INE244L07523,NSE:890ICCL23A,15253,890ICCL23A,NZ
INE482A01020,NSE:CEATLTD,15254,CEATLTD,EQ
IN1620230020,NSE:739HR29,15256,739HR29,SG
INE614G01033,NSE:RPOWER,15259,RPOWER,EQ
IN1520230013,NSE:738GJ30,15260,738GJ30,SG
IN1020230042,NSE:741AP30,15262,741AP30,SG
IN1020230059,NSE:743AP31,15264,743AP31,SG
IN4520230025,NSE:743TS33,15265,743TS33,SG
INE576I01022,NSE:JKIL,15266,JKIL,EQ
IN1020230067,NSE:747AP37,15267,747AP37,SG
INE792I01017,NSE:CORDSCABLE,15275,CORDSCABLE,BE
INE809I01019,NSE:ONMOBILE,15278,ONMOBILE,EQ
INE634I01029,NSE:KNRCON,15283,KNRCON,EQ
INE0K4D01020,NSE:QUICKTOUCH,15285,QUICKTOUCH,SM
INE688E01024,NSE:HERCULES,15288,HERCULES,EQ
INE539B01017,NSE:VIRINCHI,15295,VIRINCHI,EQ
INE863I01016,NSE:BANG,15303,BANG,EQ
INE964H01014,NSE:SEPC,15308,SEPC,EQ
IN2920230041,NSE:745RJ33,15309,745RJ33,SG
IN3120230013,NSE:744TN33,15310,744TN33,SG
INE821I01022,NSE:IRB,15313,IRB,EQ
IN3320230011,NSE:745UP33,15314,745UP33,SG
IN2320230013,NSE:749MN35,15315,749MN35,SG
IN2820230034,NSE:747PN43,15319,747PN43,SG
IN3420230010,NSE:747WB43,15320,747WB43,SG
IN3420230028,NSE:746WB46,15323,746WB46,SG
IN2020230016,NSE:746KL48,15324,746KL48,SG
INF082J01408,NSE:QGOLDHALF,15330,QGOLDHALF,EQ
INE584A01023,NSE:NMDC,15332,NMDC,EQ
IN4520230033,NSE:746TS48A,15333,746TS48A,SG
INE855B01025,NSE:RAIN,15337,RAIN,EQ
INE849C01026,NSE:SHALPAINTS,15342,SHALPAINTS,EQ
INE888C01040,NSE:SADHNANIQ,15343,SADHNANIQ,EQ
INE871H01011,NSE:GSS,15351,GSS,BE
INE020B01018,NSE:RECLTD,15355,RECLTD,EQ
INF740KA1SW3,NSE:GOLDETFADD,15356,GOLDETFADD,EQ
INE049I01012,NSE:NAHARCAP,15360,NAHARCAP,EQ
INE951I01027,NSE:VGUARD,15362,VGUARD,EQ
INE121A07RB5,NSE:9ICCL23A,15364,9ICCL23A,N0
INE121A07RA7,NSE:CIFCZC25A,15368,CIFCZC25A,N1
INE121A07QW3,NSE:830CIFC26,15370,830CIFC26,N2
INE121A07QZ6,NSE:CIFCZC26A,15372,CIFCZC26A,N3
INE121A07QY9,NSE:840CIFCL28,15374,840CIFCL28,N4
INE121A07QX1,NSE:CIFCZC28A,15376,CIFCZC28A,N5
INE865T01018,NSE:PDMJEPAPER,15377,PDMJEPAPER,EQ
INE634S01028,NSE:MANKIND,15380,MANKIND,EQ
INE274G01010,NSE:DHANI,15384,DHANI,EQ
INE084Q01012,NSE:RACE,15391,RACE,EQ
INE276C01014,NSE:EIHAHOTELS,15399,EIHAHOTELS,EQ
INE09KD01013,NSE:ATAM,15404,ATAM,EQ
INE317F01035,NSE:NESCO,15409,NESCO,EQ
INE615H01020,NSE:TITAGARH,15414,TITAGARH,EQ
INE360C01024,NSE:DPSCLTD,15419,DPSCLTD,EQ
INE666E01020,NSE:ACL,15420,ACL,EQ
IN0020190461,NSE:SGBDC27VII,15432,SGBDC27VII,GB
INE0JWV01011,NSE:DENEERS,15449,DENEERS,SM
IN1020230075,NSE:734AP29,15475,734AP29,SG
IN1020230083,NSE:74AP31,15477,74AP31,SG
IN1620230038,NSE:739HR31,15500,739HR31,SG
IN3120230021,NSE:739TN33,15503,739TN33,SG
IN1220230024,NSE:74AS33,15508,74AS33,SG
IN1020230091,NSE:739AP33,15526,739AP33,SG
INE075I01017,NSE:HCG,15555,HCG,EQ
IN1020230109,NSE:738AP40,15572,738AP40,SG
IN1020230117,NSE:737AP43,15578,737AP43,SG
INE680Z01018,NSE:AVG,15589,AVG,EQ
INE0ALR01029,NSE:ATALREAL,15653,ATALREAL,BE
INE557Z01018,NSE:PIGL,15730,PIGL,BE
IN1520230021,NSE:727GJ31,15744,727GJ31,SG
IN3120230039,NSE:733TN33,15749,733TN33,SG
IN1220230032,NSE:737AS33,15750,737AS33,SG
IN1020230125,NSE:735AP39,15759,735AP39,SG
IN1020230133,NSE:732AP43,15780,732AP43,SG
IN4520230041,NSE:732TS48,15783,732TS48,SG
INE0NDH25011,NSE:NXST,15815,NXST,RR
INE262Z01023,NSE:LATTEYS,15848,LATTEYS,BE
INE0NUL01018,NSE:AUROIMPEX,15869,AUROIMPEX,SM
INE05AN01011,NSE:HINDWAREAP,15883,HINDWAREAP,EQ
IN1620230046,NSE:716HR27,15966,716HR27,SG
IN2220230030,NSE:72MH28,15971,72MH28,SG
IN2220230048,NSE:726MH30,15973,726MH30,SG
IN1220230040,NSE:734AS33,16019,734AS33,SG
IN3120230047,NSE:732TN33,16029,732TN33,SG
IN2620230028,NSE:733NL33,16035,733NL33,SG
INE689W01016,NSE:PRINCEPIPE,16045,PRINCEPIPE,EQ
IN3320230029,NSE:733UP33,16049,733UP33,SG
IN2920230058,NSE:734RJ33,16062,734RJ33,SG
IN1620230053,NSE:735HR33,16064,735HR33,SG
IN1020230141,NSE:736AP34,16066,736AP34,SG
IN4920230013,NSE:737JK35,16069,737JK35,SG
IN1020230158,NSE:73AP38,16071,73AP38,SG
IN2020230024,NSE:729KL49,16092,729KL49,SG
INE316L01019,NSE:BHARATWIRE,16123,BHARATWIRE,EQ
INE0NR701018,NSE:KRISHCA,16147,KRISHCA,ST
INE0O5T01011,NSE:REMUS,16154,REMUS,SM
INE07S101020,NSE:PAVNAIND,16192,PAVNAIND,EQ
IN1620230061,NSE:729HR29,16220,729HR29,SG
IN2220230055,NSE:733MH31,16224,733MH31,SG
IN2220230063,NSE:732MH32,16227,732MH32,SG
IN2120230015,NSE:736MP33,16229,736MP33,SG
IN2620230036,NSE:737NL33,16235,737NL33,SG
IN3020230014,NSE:737SK33,16239,737SK33,SG
IN1020230174,NSE:738AP35,16244,738AP35,SG
INE483S01020,NSE:INFIBEAM,16249,INFIBEAM,EQ
IN2320230021,NSE:739MN35,16250,739MN35,SG
INF754K01KO2,NSE:EBBETF0430,16253,EBBETF0430,EQ
IN2520230011,NSE:743MZ36,16261,743MZ36,SG
IN2520230029,NSE:743MZ37,16268,743MZ37,SG
IN3120230054,NSE:732TN53,16274,732TN53,SG
IN2420230012,NSE:736ML32,16289,736ML32,SG
IN1020230166,NSE:737AP33,16290,737AP33,SG
IN2920230066,NSE:736RJ33,16346,736RJ33,SG
INE895W01019,NSE:PANACHE,16355,PANACHE,BE
IN1620230079,NSE:736HR33,16364,736HR33,SG
IN2820230042,NSE:737PN38,16367,737PN38,SG
IN2920230074,NSE:735RJ43,16374,735RJ43,SG
IN3420230036,NSE:736WB43,16379,736WB43,SG
INE511Y01018,NSE:MMP,16395,MMP,EQ
IN4520230058,NSE:732TS49,16397,732TS49,SG
IN2020230032,NSE:732KL53,16398,732KL53,SG
INE0OFK01019,NSE:CRAYONS,16419,CRAYONS,SM
INE0N5801013,NSE:DENTALKART,16454,DENTALKART,SM
INE0ONE01016,NSE:PROV,16483,PROV,SM
INE972X01014,NSE:VAISHALI,16589,VAISHALI,EQ
INE0NNZ01013,NSE:INFOLLION,16625,INFOLLION,ST
IN1720230011,NSE:726HP29,16638,726HP29,SG
INE415I01015,NSE:KIRIINDUS,16639,KIRIINDUS,EQ
IN3520230019,NSE:729CG30,16640,729CG30,SG
IN1720230029,NSE:729HP31,16641,729HP31,SG
IN1220230057,NSE:734AS33A,16645,734AS33A,SG
IN2920230082,NSE:734RJ33A,16646,734RJ33A,SG
IN1020230182,NSE:733AP33,16647,733AP33,SG
IN1620230087,NSE:732HR33,16648,732HR33,SG
IN1020230190,NSE:736AP37,16649,736AP37,SG
IN4920230021,NSE:737JK38,16650,737JK38,SG
IN1520230039,NSE:718GJ28,16651,718GJ28,SG
IN4520230066,NSE:739TS39,16652,739TS39,SG
IN1020230208,NSE:733AP42,16653,733AP42,SG
IN1020230216,NSE:733AP43,16654,733AP43,SG
IN2020230040,NSE:729KL51,16655,729KL51,SG
IN3120230062,NSE:729TN53,16656,729TN53,SG
INE0A0S01010,NSE:SIGMA,16658,SIGMA,EQ
INE087B01017,NSE:ANIKINDS,16661,ANIKINDS,BE
INE917I01010,NSE:BAJAJ,16669,BAJAJ-AUTO,AUTO-EQ
INE918I01026,NSE:BAJAJFINSV,16675,BAJAJFINSV,EQ
INE927C01020,NSE:DIGISPICE,16687,DIGISPICE,BE
INE596F01018,NSE:PTCIL,16690,PTCIL,BE
INE0PA801013,NSE:GHCLTEXTIL,16696,GHCLTEXTIL,EQ
INE020J01029,NSE:GOKUL,16705,GOKUL,EQ
INE0LEX01011,NSE:SAHANA,16711,SAHANA,SM
INE686F01025,NSE:UBL,16713,UBL,EQ
INE326B01035,NSE:ALMONDZ,16723,ALMONDZ,BE
INE105J01010,NSE:RPGLIFE,16725,RPGLIFE,EQ
IN0020230044,NSE:725GS2063,16733,725GS2063,GS
INE964W01021,NSE:MKPL,16738,MKPL,BE
INE244J01017,NSE:RBL,16745,RBL,EQ
INE222J01013,NSE:RANEENGINE,16755,RANEENGINE,BE
INE0O4R01018,NSE:KDL,16765,KDL,ST
INF769K01KG6,NSE:SILVRETF,16777,SILVRETF,EQ
IN1520230047,NSE:722GJ28,16781,722GJ28,SG
IN2220230071,NSE:734MH31,16782,734MH31,SG
IN1620230095,NSE:734HR31,16784,734HR31,SG
IN2220230089,NSE:735MH32,16785,735MH32,SG
INE200A01026,NSE:GET&D,16787,GET&D,BE
INE033L07GN7,NSE:792TCH25,16789,792TCH25,N3
INE033L07GO5,NSE:801TCH25,16791,801TCH25,N4
IN3120230070,NSE:735TN33,16796,735TN33,SG
IN1420230014,NSE:736GA33,16797,736GA33,SG
INE877I01016,NSE:ARCHIDPLY,16799,ARCHIDPLY,BE
IN1620230103,NSE:736HR33A,16801,736HR33A,SG
IN2620230044,NSE:737NL33A,16802,737NL33A,SG
IN3320230037,NSE:741UP34,16803,741UP34,SG
IN2820230059,NSE:741PN34,16804,741PN34,SG
IN2120230023,NSE:74MP34,16805,74MP34,SG
IN1020230224,NSE:739AP35,16806,739AP35,SG
INE947I01017,NSE:LOTUSEYE,16807,LOTUSEYE,EQ
IN1020230232,NSE:736AP38,16808,736AP38,SG
IN4520230074,NSE:736TS41,16809,736TS41,SG
IN3120230088,NSE:735TN43,16814,735TN43,SG
IN4520230082,NSE:735TS45,16815,735TS45,SG
INF082J01028,NSE:QNIFTY,16819,QNIFTY,EQ
INE250B01029,NSE:VINYLINDIA,16821,VINYLINDIA,EQ
INE0LOJ01019,NSE:IKIO,16822,IKIO,EQ
INE760A01029,NSE:KOKUYOCMLN,16827,KOKUYOCMLN,EQ
INE033L07GP2,NSE:82TCHF25,16834,82TCHF25,N5
INE033L07GQ0,NSE:83TCHF25,16836,83TCHF25,N6
INE033L07GR8,NSE:801TCH28,16838,801TCH28,N7
INE325D01025,NSE:SINDHUTRAD,16859,SINDHUTRAD,EQ
IN0020230051,NSE:73GS2053,16865,73GS2053,GS
INE197J01017,NSE:LPDC,16867,LPDC,BE
INE033L07GS6,NSE:81TCHF28,16870,81TCHF28,N8
INE033L07GT4,NSE:83TCHF28,16872,83TCHF28,N9
INE033L07GU2,NSE:84TCHF28,16874,84TCHF28,NA
INE0OL001018,NSE:SPECTSTM,16876,SPECTSTM,SM
INE0O0201019,NSE:URBAN,16888,URBAN,SM
INE033L08270,NSE:TCHF30,16894,TCHF30,NB
INE864X01013,NSE:DPWIRES,16900,DPWIRES,EQ
INE486Y01013,NSE:TOUCHWOOD,16910,TOUCHWOOD,BE
INE025R01021,NSE:ARTEMISMED,16913,ARTEMISMED,EQ
INE342J01019,NSE:ZFCVINDIA,16915,ZFCVINDIA,EQ
INE144J01027,NSE:20MICRONS,16921,20MICRONS,EQ
IN1020230240,NSE:74AP32,16923,74AP32,SG
INE839G01010,NSE:JOCIL,16927,JOCIL,EQ
IN3120230096,NSE:739TN33A,16928,739TN33A,SG
IN4920230039,NSE:736JK35,16929,736JK35,SG
INE841B01017,NSE:INDBANK,16933,INDBANK,EQ
IN2520230037,NSE:736MZ38,16934,736MZ38,SG
IN1020230257,NSE:735AP40,16935,735AP40,SG
IN3120230104,NSE:734TN43,16939,734TN43,SG
INE760Y01011,NSE:ASHOKAMET,16943,ASHOKAMET,EQ
INE0O0001013,NSE:CELLPOINT,16950,CELLPOINT,SM
INE0L4V01013,NSE:VILINBIO,16954,VILINBIO,SM
INE773I01017,NSE:ALKALI,16959,ALKALI,EQ
INE0OB201016,NSE:AATMAJ,16961,AATMAJ,SM
IN1520230054,NSE:738GJ30A,16973,738GJ30A,SG
IN3520230027,NSE:74CG30,16974,74CG30,SG
IN2220230097,NSE:74MH31,16975,74MH31,SG
IN3520230035,NSE:742CG31,16976,742CG31,SG
IN2420230020,NSE:742ML32,16977,742ML32,SG
IN2220230105,NSE:74MH32,16978,74MH32,SG
IN1620230111,NSE:74HR33,16979,74HR33,SG
IN2820230067,NSE:745PN34,16981,745PN34,SG
IN1420230022,NSE:747GA38,16982,747GA38,SG
IN1020230265,NSE:743AP39,16987,743AP39,SG
IN1020230273,NSE:742AP41,16988,742AP41,SG
INE695B01025,NSE:COUNCODOS,16989,COUNCODOS,BE
IN3120230112,NSE:742TN43,16992,742TN43,SG
IN1020230281,NSE:742AP43,16993,742AP43,SG
IN4520230090,NSE:74TS45,16994,74TS45,SG
IN2920230090,NSE:739RJ48,16995,739RJ48,SG
IN4520230108,NSE:739TS51,16997,739TS51,SG
IN2020230057,NSE:739KL52,16998,739KL52,SG
INE065J01024,NSE:TPHQ,17000,TPHQ,BE
IN3120230120,NSE:739TN53,17003,739TN53,SG
IN9623B01058,NSE:FELDVR,17006,FELDVR,BE
INE06H201014,NSE:GENSOL,17010,GENSOL,EQ
INE530B07336,NSE:835IFL25,17016,835IFL25,NV
INE530B07393,NSE:IIFLZC25B,17018,IIFLZC25B,NW
INE636A01039,NSE:MAWANASUG,17022,MAWANASUG,EQ
INE530B07344,NSE:85IFL26,17024,85IFL26,NX
INE619A01035,NSE:PATANJALI,17029,PATANJALI,EQ
INE594H01019,NSE:THYROCARE,17032,THYROCARE,EQ
INE530B07351,NSE:IIFLZC26B,17034,IIFLZC26B,NY
INE530B07385,NSE:865IFL28,17039,865IFL28,NZ
INE530B07377,NSE:9IIFL28,17041,9IIFL28,Y0
INE530B07369,NSE:IIFLZC28B,17043,IIFLZC28B,Y1
INF732E01128,NSE:SHARIABEES,17044,SHARIABEES,EQ
INE0ECP01024,NSE:HMAAGRO,17053,HMAAGRO,EQ
INE218G01033,NSE:PALREDTEC,17059,PALREDTEC,BE
INE568Z01015,NSE:URAVI,17081,URAVI,BE
INE0ITO01014,NSE:ESFL,17084,ESFL,SM
INE0O1S01012,NSE:MAGSON,17088,MAGSON,SM
INE0O7P01015,NSE:GREENCHEF,17092,GREENCHEF,SM
INE299U01018,NSE:CROMPTON,17094,CROMPTON,EQ
IN1720230045,NSE:75HP38,17101,75HP38,SG
IN1020230307,NSE:752AP39,17102,752AP39,SG
IN4520230116,NSE:747TS41,17103,747TS41,SG
IN2020230065,NSE:747KL42,17104,747KL42,SG
INE258G01013,NSE:SUMICHEM,17105,SUMICHEM,EQ
IN0020190537,NSE:SGBJ28VIII,17110,SGBJ28VIII,GB
IN1020230315,NSE:746AP43,17111,746AP43,SG
IN3120230146,NSE:745TN43,17112,745TN43,SG
IN2920230116,NSE:743RJ48,17113,743RJ48,SG
IN2820230083,NSE:743PN48,17114,743PN48,SG
IN4520230124,NSE:743TS50,17115,743TS50,SG
IN2420230038,NSE:744ML31,17116,744ML31,SG
IN1220230065,NSE:745AS33,17117,745AS33,SG
IN1720230037,NSE:745HP33,17118,745HP33,SG
IN3120230138,NSE:744TN33A,17119,744TN33A,SG
IN2920230108,NSE:744RJ33,17122,744RJ33,SG
IN1020230299,NSE:746AP34,17124,746AP34,SG
IN2820230075,NSE:747PN34,17127,747PN34,SG
INE883N01014,NSE:PARAGMILK,17130,PARAGMILK,EQ
INE0ORS01017,NSE:PENTAGON,17132,PENTAGON,SM
INE349Y01013,NSE:IDEAFORGE,17140,IDEAFORGE,EQ
INE01C001026,NSE:AARTECH,17145,AARTECH,EQ
INF109KC11W8,NSE:MIDCAPIETF,17152,MIDCAPIETF,EQ
INE721A07PJ9,NSE:866SFL25,17157,866SFL25,ZE
INE721A07PK7,NSE:875SFL27,17159,875SFL27,ZF
INE721A07PM3,NSE:9SFL25A,17163,9SFL25A,ZH
INE0PS501019,NSE:GLOBALPET,17167,GLOBALPET,SM
INE721A07PN1,NSE:91SFL27,17172,91SFL27,ZI
INE721A07PP6,NSE:SFLZC25A,17179,SFLZC25A,ZK
INF769K01FN2,NSE:NEXT50,17181,NEXT50,EQ
INE526E01018,NSE:SHRIPISTON,17186,SHRIPISTON,EQ
INE055S01018,NSE:CYIENTDLM,17187,CYIENTDLM,EQ
INE551D01018,NSE:PAKKA,17197,PAKKA,EQ
IN0020230069,NSE:SGBJUN31I,17202,SGBJUN31I,GB
INE0BTR01012,NSE:SYNOPTICS,17203,SYNOPTICS,SM
INF740KA1SX1,NSE:ITETFADD,17207,ITETFADD,EQ
INE0LWY01029,NSE:TRIDHYA,17210,TRIDHYA,SM
IN1620230129,NSE:744HR32,17220,744HR32,SG
IN3120230153,NSE:742TN33,17221,742TN33,SG
IN1620230137,NSE:747HR35,17222,747HR35,SG
IN4920230047,NSE:744JK38,17223,744JK38,SG
IN4520230132,NSE:744TS39,17224,744TS39,SG
IN1020230323,NSE:743AP41,17250,743AP41,SG
IN1020230331,NSE:743AP42,17251,743AP42,SG
INE155C01010,NSE:ALBERTDAVD,17256,ALBERTDAVD,EQ
IN2020230073,NSE:742KL43,17257,742KL43,SG
INE109C01017,NSE:ARMANFIN,17263,ARMANFIN,EQ
INE991I01015,NSE:ASPINWALL,17270,ASPINWALL,EQ
INE602W01019,NSE:SENCO,17271,SENCO,EQ
INF200KA16D8,NSE:SETFGOLD,17272,SETFGOLD,EQ
INE153T01027,NSE:BLS,17279,BLS,EQ
INE454M01024,NSE:NAGAFERT,17295,NAGAFERT,EQ
INE298G01027,NSE:AJMERA,17307,AJMERA,EQ
INE281B01032,NSE:LLOYDSME,17313,LLOYDSME,EQ
IN1320230015,NSE:737BR30,17322,737BR30,SG
IN3120230161,NSE:735TN33A,17323,735TN33A,SG
IN1420230030,NSE:738GA33,17324,738GA33,SG
IN1020230349,NSE:736AP38A,17325,736AP38A,SG
IN2520230045,NSE:736MZ38A,17326,736MZ38A,SG
IN2020230081,NSE:736KL38,17327,736KL38,SG
IN4520230140,NSE:734TS44,17328,734TS44,SG
IN4520230157,NSE:734TS46,17329,734TS46,SG
INE998I01010,NSE:MHRIL,17333,MHRIL,EQ
INE342T07411,NSE:975NFL25,17334,975NFL25,N0
INE342T07379,NSE:1025NFL25,17345,1025NFL25,N5
INE342T07395,NSE:1075NFL25,17347,1075NFL25,N6
INE342T07387,NSE:1050NFL26,17349,1050NFL26,N7
INE498E01010,NSE:SALONA,17351,SALONA,EQ
INE342T07403,NSE:1102NFL26,17352,1102NFL26,N8
INE528A01020,NSE:GKWLIMITED,17357,GKWLIMITED,EQ
INE735W01017,NSE:UTKARSHBNK,17358,UTKARSHBNK,EQ
INE410B01037,NSE:VINATIORGA,17364,VINATIORGA,EQ
INE688J01023,NSE:EXCEL,17380,EXCEL,BE
INE0P7201019,NSE:DRONE,17383,DRONE,ST
INE814H01011,NSE:ADANIPOWER,17388,ADANIPOWER,EQ
INF200KA1JT1,NSE:SETF10GILT,17395,SETF10GILT,EQ
IN0020230077,NSE:718GS2037,17398,718GS2037,GS
INE0P1Q01015,NSE:SERVICE,17399,SERVICE,SM
INE848E01016,NSE:NHPC,17400,NHPC,EQ
INE863B01029,NSE:PREMEXPLN,17415,PREMEXPLN,BE
INF769K01KR3,NSE:BANKETF,17419,BANKETF,EQ
INE615I01010,NSE:GLOBUSSPR,17424,GLOBUSSPR,EQ
INE0NT901020,NSE:NETWEB,17433,NETWEB,EQ
INE274J01014,NSE:OIL,17438,OIL,EQ
IN1320230023,NSE:74BR30,17446,74BR30,SG
IN3320230045,NSE:74UP33,17453,74UP33,SG
IN3120230179,NSE:739TN33B,17454,739TN33B,SG
IN1420230048,NSE:741GA33,17455,741GA33,SG
IN2920230124,NSE:741RJ33,17456,741RJ33,SG
IN1020230356,NSE:743AP35,17457,743AP35,SG
IN2320230039,NSE:741MN35,17458,741MN35,SG
IN2020230099,NSE:736KL41,17459,736KL41,SG
IN2920230132,NSE:736RJ41,17460,736RJ41,SG
IN3420230044,NSE:736WB41,17461,736WB41,SG
IN3120230187,NSE:736TN43,17463,736TN43,SG
INF109KC11V0,NSE:NV20IETF,17475,NV20IETF,EQ
INE663B01015,NSE:CONTROLPR,17477,CONTROLPR,EQ
INE148I07OI3,NSE:920SCL23A,17478,920SCL23A,AO
INE148I07OM5,NSE:950SCL23A,17485,950SCL23A,AP
INE201K01015,NSE:EXPLEOSOL,17486,EXPLEOSOL,EQ
INE148I07OJ1,NSE:888SCL25A,17488,888SCL25A,AQ
INE148I07OL7,NSE:925SCL25C,17501,925SCL25C,AR
INE148I07OK9,NSE:SCLZC25A,17503,SCLZC25A,AS
INE148I07OO1,NSE:SCLZC25B,17505,SCLZC25B,AT
INE148I07ON3,NSE:940SCL26C,17508,940SCL26C,AU
